pc,delta_in,type,delta_out
140443273732872,120,1,122
140443273732905,122,1,384
140443273732905,384,1,526
140443273732872,526,1,120
140443273732872,120,1,122
140443273732905,122,1,262
140443273732872,262,1,768
140443273732872,768,1,122
140443273732905,122,1,262
140443273732872,262,1,634
140443273732824,634,1,134
140443273732872,134,1,-37510
140443273732855,-37510,1,37632
140443273732905,37632,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,526
140443273732872,526,1,242
140443273732905,242,1,526
140443273732872,526,1,384
140443273732872,384,1,242
140443273732905,242,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,142
140443273732872,142,1,120
140443273732872,120,1,384
140443273732872,384,1,122
140443273732905,122,1,512
140443273732824,512,1,134
140443273732872,134,1,122
140443273732905,122,1,262
140443273732872,262,1,506
140443273732905,506,1,384
140443273732905,384,1,384
140443273732905,384,1,384
140443273732905,384,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,142
140443273732872,142,1,384
140443273732872,384,1,120
140443273732872,120,1,122
140443273732905,122,1,128
140443273732824,128,1,640
140443273732905,640,1,142
140443273732872,142,1,242
140443273732905,242,1,142
140443273732872,142,1,242
140443273732905,242,1,262
140443273732872,262,1,122
140443273732905,122,1,142
140443273732872,142,1,242
140443273732905,242,1,262
140443273732872,262,1,122
140443273732905,122,1,384
140443273732905,384,1,142
140443273732872,142,1,504
140443273732872,504,1,250
140443273732824,250,1,134
140443273732872,134,1,250
140443273732824,250,1,134
140443273732872,134,1,384
140443273732872,384,1,648
140443273732872,648,1,242
140443273732905,242,1,142
140443273732872,142,1,120
140443273732872,120,1,122
140443273732905,122,1,262
140443273732872,262,1,122
140443273732905,122,1,262
140443273732872,262,1,264
140443273732872,264,1,242
140443273732905,242,1,128
140443273732824,128,1,256
140443273732905,256,1,142
140443273732872,142,1,120
140443273732872,120,1,384
140443273732872,384,1,250
140443273732824,250,1,398
140443273732872,398,1,120
140443273732872,120,1,122
140443273732905,122,1,142
140443273732872,142,1,242
140443273732905,242,1,142
140443273732872,142,1,120
140443273732872,120,1,384
140443273732872,384,1,122
140443273732905,122,1,262
140443273732872,262,1,264
140443273732872,264,1,120
140443273732872,120,1,384
140443273732872,384,1,384
140443273732872,384,1,384
140443273732872,384,1,122
140443273732905,122,1,128
140443273732824,128,1,134
140443273732872,134,1,384
140443273732872,384,1,264
140443273732872,264,1,384
140443273732872,384,1,384
140443273732872,384,1,384
140443273732872,384,1,384
140443273732872,384,1,1395186
140443273732992,1395186,0,80
140443273733072,80,0,-872258
140443272860814,-872258,0,1224242
140443272860847,1224242,1,-1224192
140443272860864,-1224192,0,64
140443272860928,64,0,64
140443272860992,64,0,3516272
140443272860997,3516272,2,80
140443272861002,80,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,128
140443272861002,128,2,5440
140443272861043,5440,2,-3523520
140443272861056,-3523520,0,64
140443272861120,64,0,64
140443272861184,64,0,64
140443272861248,64,0,64
140443272861312,64,0,3523184
140443272861375,3523184,1,-3501552
140443272882944,-3501552,0,272
140443272883216,272,0,-1856
140443272881360,-1856,0,48
140443272881408,48,0,-8640
140443272872768,-8640,0,64
140443272872832,64,0,320
140443272873152,320,0,640
140443272873792,640,0,272
140443272874064,272,0,48
140443272874112,48,0,64
140443272874176,64,0,-844
140443272873332,-844,0,12
140443272873344,12,0,1560
140443272874904,1560,0,-1496
140443272873408,-1496,0,1944
140443272875352,1944,0,-1049
140443272874303,-1049,0,1
140443272874304,1,0,64
140443272874368,64,0,1147
140443272875515,1147,0,5
140443272875520,5,0,67
140443272875587,67,0,530
140443272876117,530,0,-5701
140443272870416,-5701,0,48
140443272870464,48,0,256
140443272870720,256,0,656
140443272871376,656,0,256
140443272871632,256,0,-197
140443272871435,-197,0,29685
140443272901120,29685,0,504864
140443273405984,504864,0,33
140443273406017,33,0,-145
140443273405872,-145,0,16
140443273405888,16,0,200
140443273406088,200,0,-534600
140443272871488,-534600,0,832
140443272872320,832,0,-344
140443272871976,-344,0,27
140443272872003,27,0,453
140443272872456,453,0,-392
140443272872064,-392,0,512
140443272872576,512,0,-420
140443272872156,-420,0,-40403156
140443272872179,-40403156,2,40403192
140443272872192,40403192,0,-1323
140443272870869,-1323,0,43
140443272870912,43,0,-40401320
140443272870953,-40401320,2,40401540
140443272871132,40401540,0,1982
140443272873114,1982,0,8359
140443272881473,8359,0,63
140443272881536,63,0,-40412416
140443272881555,-40412416,2,128
140443272881555,128,2,128
140443272881555,128,2,128
140443272881555,128,2,40413760
140443272883264,40413760,0,-256
140443272883008,-256,0,-6695
140443272876313,-6695,0,39
140443272876352,39,0,-349
140443272876003,-349,0,-392419
140443272483584,-392419,0,1478260
140443272483600,1478260,1,-60
140443272483600,-60,1,-1478136
140443272483648,-1478136,0,-25984
140443272457664,-25984,0,64
140443272457728,64,0,575152
140443273032880,575152,0,35
140443273032915,35,0,260
140443273033175,260,0,41
140443273033216,41,0,-575424
140443272457792,-575424,0,-56544
140443272401248,-56544,0,485472
140443272886720,485472,0,64
140443272886784,64,0,64
140443272886848,64,0,64
140443272886912,64,0,1056
140443272887968,1056,0,32
140443272888000,32,0,-944
140443272887056,-944,0,-429200
140443272457856,-429200,0,921600
140443273379456,921600,0,64
140443273379520,64,0,-1536
140443273377984,-1536,0,-920064
140443272457920,-920064,0,969776
140443273427696,969776,0,16
140443273427712,16,0,112
140443273427824,112,0,-4180832
140443272457957,-4180832,1,3210992
140443272457984,3210992,0,924496
140443273382480,924496,0,-924432
140443272458048,-924432,0,-1014
140443272457034,-1014,0,54
140443272457088,54,0,64
140443272457152,64,0,-3203612
140443272457199,-3203612,1,3203676
140443272457216,3203676,0,-3199122
140443272961790,-3199122,1,3199186
140443272457280,3199186,0,72
140443272457352,72,0,-3190420
140443272457358,-3190420,1,76
140443272457362,76,1,3617472
140443272884480,3617472,0,272
140443272884752,272,0,-208
140443272884544,-208,0,288
140443272884832,288,0,-40415080
140443272876365,-40415080,2,40414856
140443272884608,40414856,0,258
140443272884866,258,0,-427458
140443272457408,-427458,0,453968
140443272911376,453968,0,48
140443272911424,48,0,-453952
140443272457472,-453952,0,-2832
140443272454640,-2832,0,16
140443272454656,16,0,-3103808
140443272454667,-3103808,1,4608288
140443272454713,4608288,1,-1504416
140443272454720,-1504416,0,-39984184
140443272876365,-39984184,2,39984296
140443272454832,39984296,0,16
140443272454848,16,0,64
140443272454912,64,0,224
140443272455136,224,0,1503552
140443272454948,1503552,1,-41488864
140443272454961,-41488864,2,39985152
140443272454976,39985152,0,192
140443272455168,192,0,-3062264
140443272455169,-3062264,1,-36922952
140443272454961,-36922952,2,36925012
140443272455169,36925012,1,4563820
140443272454948,4563820,1,-4607808
140443272454979,-4607808,1,-36880896
140443272454961,-36880896,2,128
140443272454961,128,2,36924864
140443272455169,36924864,1,4563840
140443272454948,4563840,1,-4607808
140443272454979,-4607808,1,-36880768
140443272454961,-36880768,2,37095020
140443272455169,37095020,1,-37094892
140443272454961,-37094892,2,39762960
140443272454667,39762960,1,-39762760
140443272876365,-39762760,2,41487800
140443272454948,41487800,1,-1085248
140443272873216,-1085248,0,-40401208
140443272876365,-40401208,2,41485816
140443272454948,41485816,1,-41487040
140443272454961,-41487040,2,39762752
140443272454979,39762752,1,-39762624
140443272454961,-39762624,2,41487040
140443272454948,41487040,1,-41486912
140443272454961,-41486912,2,39762624
140443272454979,39762624,1,840
140443272455169,840,1,-39763336
140443272454961,-39763336,2,41486912
140443272454948,41486912,1,-41486784
140443272454961,-41486784,2,39762496
140443272454979,39762496,1,-39762368
140443272454961,-39762368,2,41486784
140443272454948,41486784,1,-1722212
140443272455169,-1722212,1,-39764444
140443272455173,-39764444,2,39762368
140443272454979,39762368,1,-39762240
140443272454961,-39762240,2,41486656
140443272454948,41486656,1,-41486528
140443272454961,-41486528,2,39762240
140443272454979,39762240,1,-39762112
140443272454961,-39762112,2,37209520
140443272454667,37209520,1,-37209224
140443272876365,-37209224,2,41486808
140443272454948,41486808,1,-4277500
140443272455169,-4277500,1,-37209412
140443272454961,-37209412,2,38225844
140443272455169,38225844,1,1538844
140443272454667,1538844,1,-39764136
140443272876365,-39764136,2,39982400
140443272455080,39982400,0,-39982760
140443272454961,-39982760,2,128
140443272454961,128,2,41486144
140443272454948,41486144,1,-1721664
140443272454979,-1721664,1,-39764352
140443272454961,-39764352,2,39764488
140443272455169,39764488,1,-39764272
140443272876365,-39764272,2,41484984
140443272454948,41484984,1,-1720588
140443272455169,-1720588,1,-39764172
140443272876365,-39764172,2,-112
140443272454835,-112,2,41484824
140443272454948,41484824,1,-41484536
140443272876365,-41484536,2,41484472
140443272454948,41484472,1,-41484576
140443272454961,-41484576,2,39764224
140443272454979,39764224,1,160
140443272454667,160,1,-39764168
140443272876365,-39764168,2,41612616
140443272454948,41612616,1,-1848352
140443272454667,-1848352,1,1721664
140443272454713,1721664,1,-41485624
140443272876365,-41485624,2,-192
140443272454835,-192,2,41484184
140443272454948,41484184,1,-41484064
140443272454961,-41484064,2,39984000
140443272457536,39984000,0,-604
140443272456932,-604,0,-6180
140443272450752,-6180,0,64
140443272450816,64,0,-39977080
140443272876365,-39977080,2,39978168
140443272451904,39978168,0,-39978040
140443272876365,-39978040,2,128
140443272876365,128,2,39977704
140443272451696,39977704,0,-2160
140443272449536,-2160,0,260
140443272449796,260,0,1507388
140443272449827,1507388,1,-1507328
140443272449856,-1507328,0,-150
140443272449706,-150,0,22
140443272449728,22,0,336
140443272450064,336,0,1648
140443272451712,1648,0,64
140443272451776,64,0,10896
140443272462672,10896,0,48
140443272462720,48,0,64
140443272462784,64,0,64
140443272462848,64,0,-11008
140443272451840,-11008,0,3944080
140443272451894,3944080,1,-3945016
140443272450904,-3945016,0,40
140443272450944,40,0,-518
140443272450426,-518,0,-43057082
140443229393344,-43057082,0,372496
140443229765840,372496,0,-371408
140443229394432,-371408,0,345408
140443229739840,345408,0,-347072
140443229392768,-347072,0,43619888
140443273012656,43619888,0,16
140443273012672,16,0,531
140443273013203,531,0,133
140443273013336,133,0,1019380
140443273013347,1019380,1,-1019020
140443273013696,-1019020,0,-43620432
140443229393264,-43620432,0,669437
140443272464870,669437,1,42402195
140443272464896,42402195,0,248
140443272465144,248,0,8
140443272465152,8,0,-42382958
140443272961786,-42382958,1,43999134
140443272961790,43999134,1,-1119472
140443272961856,-1119472,0,64
140443272961920,64,0,-496704
140443272465216,-496704,0,160
140443272465376,160,0,-297
140443272465079,-297,0,-43071975
140443229393104,-43071975,0,43088608
140443272481712,43088608,0,16
140443272481728,16,0,160
140443272481888,160,0,1584688
140443272961790,1584688,1,-1584656
140443272481920,-1584656,0,-40007784
140443272876365,-40007784,2,40007669
140443272481805,40007669,0,-43088477
140443229393328,-43088477,0,43065360
140443272458688,43065360,0,-39998784
140443229739883,-39998784,2,-3066480
140443229393424,-3066480,0,43812688
140443273206112,43812688,0,-43797216
140443229408896,-43797216,0,64
140443229408960,64,0,-14688
140443229394272,-14688,0,43811872
140443273206144,43811872,0,-43812432
140443229393712,-43812432,0,864
140443229394576,864,0,14448
140443229409024,14448,0,3012492
140443229409046,3012492,2,-2531724
140443229889792,-2531724,0,-364448
140443229525344,-364448,0,2901656
140443229525345,2901656,1,-2901608
140443229525392,-2901608,0,364552
140443229889944,364552,0,56
140443229890000,56,0,66
140443229890066,66,0,-497346
140443229392720,-497346,0,497392
140443229890112,497392,0,-477622
140443229412490,-477622,0,-3402
140443229409088,-3402,0,3031200
140443272522784,3031200,2,40083984
140443272524272,40083984,0,16
140443272524288,16,0,-43115136
140443229409152,-43115136,0,3031384
140443229409188,3031384,2,-3031320
140443229409216,-3031320,0,3031280
140443229409217,3031280,2,-3031216
140443229409280,-3031216,0,293
140443229409573,293,0,27
140443229409600,27,0,62176
140443229471776,62176,0,40
140443229471816,40,0,-78232
140443229393584,-78232,0,16084
140443229409668,16084,0,3031548
140443229409668,3031548,1,-3031488
140443229409728,-3031488,0,43603568
140443273013296,43603568,0,368
140443273013664,368,0,288219927920
140731492941584,288219927920,0,-15976
140731492941588,-15976,1,-288263515816
140443229409792,-288263515816,0,237
140443229410029,237,0,19
140443229410048,19,0,111
140443229410159,111,0,3017349
140443229410159,3017349,1,-3017332
140443229410176,-3017332,0,3030976
140443229410189,3030976,2,-3030912
140443229410240,-3030912,0,433
140443229410673,433,0,19
140443229410692,19,0,432332
140443229843024,432332,0,2591392
140443229843037,2591392,2,-3022845
140443229411571,-3022845,0,-819
140443229410752,-819,0,69
140443229410821,69,0,768
140443229411589,768,0,78
140443229411667,78,0,-15763
140443229395904,-15763,0,311744
140443229707648,311744,0,2752212
140443229707652,2752212,2,-70992
140443229707665,-70992,2,72188
140443229707678,72188,2,-27864
140443229707685,-27864,1,-3037224
140443229395968,-3037224,0,187328
140443229583296,187328,0,64
140443229583360,64,0,-189040
140443229394320,-189040,0,44009648
140443273403968,44009648,0,2192
140443273406160,2192,0,-2128
140443273404032,-2128,0,-40976432
140443229583334,-40976432,2,-3016682
140443229410918,-3016682,0,26
140443229410944,26,0,92
140443229411036,92,0,-14459
140443229396577,-14459,0,31
140443229396608,31,0,494000
140443229890608,494000,0,16
140443229890624,16,0,-495728
140443229394896,-495728,0,43400080
140443272794976,43400080,0,32
140443272795008,32,0,3589432
140443272795026,3589432,1,-3589357
140443272795083,-3589357,0,101
140443272795184,101,0,16
140443272795200,16,0,272
140443272795472,272,0,-207
140443272795265,-207,0,68
140443272795333,68,0,-43016949
140443229778384,-43016949,0,-385520
140443229392864,-385520,0,43143968
140443272536832,43143968,0,688
140443272537520,688,0,16
140443272537536,16,0,216
140443272537752,216,0,1500080
140443273210707,1500080,1,-826602
140443273211230,-826602,0,231650
140443273442880,231650,0,12416
140443273455296,12416,0,-12336
140443273442960,-12336,0,48
140443273443008,48,0,-905216
140443272537792,-905216,0,-104
140443272537688,-104,0,-40062240
140443272876365,-40062240,2,40061495
140443272536943,40061495,0,17
140443272536960,17,0,64
140443272537024,64,0,64
140443272537088,64,0,-40062304
140443272537136,-40062304,2,96
140443272537136,96,2,128
140443272537136,128,2,128
140443272537136,128,2,128
140443272537136,128,2,40061888
140443272537152,40061888,0,168
140443272537320,168,0,1547416
140443272537328,1547416,1,-1547392
140443272537344,-1547392,0,512
140443272537856,512,0,-2128
140443272535728,-2128,0,16
140443272535744,16,0,856
140443272536600,856,0,-792
140443272535808,-792,0,64
