pc,delta_in,type,delta_out
139797167866077,923241983424,2,-923241983360
139797167866112,-923241983360,0,-60880
139797167805232,-60880,0,16
139797167805248,16,0,-21744
139797167783504,-21744,0,923242065832
139797167783506,923242065832,2,-992
139797167783524,-992,2,-923239837880
139797167783538,-923239837880,1,-2226912
139797167783552,-2226912,0,64
139797167783616,64,0,34960
139797167818576,34960,0,923242029736
139797167818577,923242029736,2,-923242029663
139797167818649,-923242029663,0,-34969
139797167783680,-34969,0,96
139797167783776,96,0,32
139797167783808,32,0,480
139797167784288,480,0,32
139797167784320,32,0,1234
139797167785554,1234,0,46
139797167785600,46,0,92
139797167785692,92,0,100
139797167785792,100,0,-595
139797167785197,-595,0,19
139797167785216,19,0,103
139797167785319,103,0,849
139797167786168,849,0,8
139797167786176,8,0,-1751
139797167784425,-1751,0,448
139797167784873,448,0,23
139797167784896,23,0,60656
139797167845552,60656,0,16
139797167845568,16,0,752
139797167846320,752,0,16
139797167846336,16,0,923242001848
139797167846339,923242001848,2,-923242030264
139797167817920,-923242030264,0,923242030072
139797167817953,923242030072,2,-923241982936
139797167865056,-923241982936,0,32
139797167865088,32,0,-160
139797167864928,-160,0,-46944
139797167817984,-46944,0,64
139797167818048,64,0,47600
139797167865648,47600,0,16
139797167865664,16,0,104
139797167865768,104,0,-16633768
139797167846384,-16633768,1,16614400
139797167846400,16614400,0,64
139797167846464,64,0,-16575656
139797167846486,-16575656,1,16577531
139797167848339,16577531,0,-2707
139797167845632,-2707,0,64
139797167845696,64,0,64
139797167845760,64,0,64
139797167845824,64,0,-16536212
139797167845835,-16536212,1,16536290
139797167845902,16536290,0,-590
139797167845312,-590,0,-16374495
139797167845315,-16374495,1,-141813
139797167845893,-141813,1,191461
139797167845315,191461,1,-181765
139797167845893,-181765,1,208615
139797167845315,208615,1,-213463
139797167845893,-213463,1,199940
139797167845315,199940,1,-197516
139797167845893,-197516,1,203283
139797167845315,203283,1,-204507
139797167845893,-204507,1,201634
139797167845315,201634,1,-201034
139797167845893,-201034,1,202468
139797167845315,202468,1,-202156
139797167845893,-202156,1,202994
139797167845315,202994,1,16306426
139797167845384,16306426,0,70
139797167845454,70,0,498
139797167845952,498,0,91
139797167846043,91,0,-16307141
139797167845315,-16307141,1,16307178
139797167846080,16307178,0,1456
139797167847536,1456,0,16
139797167847552,16,0,456
139797167848008,456,0,77
139797167848085,77,0,43
139797167848128,43,0,-1020
139797167847108,-1020,0,27836
139797167874944,27836,0,-27776
139797167847168,-27776,0,19520
139797167866688,19520,0,923241981432
139797167866689,923241981432,2,-923242063160
139797167784960,-923242063160,0,-14368
139797167770592,-14368,0,32
139797167770624,32,0,64
139797167770688,64,0,923242077760
139797167770691,923242077760,2,-923241983152
139797167865296,-923241983152,0,-94544
139797167770752,-94544,0,124064
139797167770757,124064,1,-123272
139797167771544,-123272,0,106696
139797167771544,106696,1,-107352
139797167770888,-107352,0,56
139797167770944,56,0,64
139797167771008,64,0,64
139797167771072,64,0,923242077504
139797167771068,923242077504,1,168
139797167771068,168,1,88
139797167771075,88,1,-923242077696
139797167771136,-923242077696,0,923242077944
139797167771152,923242077944,1,-923242077384
139797167771696,-923242077384,0,16
139797167771712,16,0,-512
139797167771200,-512,0,198
139797167771398,198,0,13126
139797167784524,13126,0,-565
139797167783959,-565,0,41
139797167784000,41,0,-10272
139797167773728,-10272,0,32
139797167773760,32,0,42560
139797167816320,42560,0,-42496
139797167773824,-42496,0,77
139797167773901,77,0,2237627
139797167773910,2237627,1,-2237488
139797167774040,-2237488,0,40
139797167774080,40,0,64
139797167774144,64,0,923242073784
139797167796457,923242073784,2,-80
139797167796492,-80,2,-923241988836
139797167859012,-923241988836,0,923241988788
139797167865665,923241988788,2,-923258623952
139797167796583,-923258623952,2,672
139797167796603,672,2,458
139797167876271,458,2,-26
139797167796645,-26,2,-172
139797167797072,-172,2,-84
139797167796782,-84,2,16572232
139797167796928,16572232,0,384
139797167797312,384,0,-108
139797167797204,-108,0,-16572716
139797167774176,-16572716,2,16549720
139797167774208,16549720,0,64
139797167774272,64,0,64
139797167774336,64,0,109
139797167774445,109,0,331
139797167774776,331,0,8
139797167774784,8,0,-320
139797167774464,-320,0,112
139797167774576,112,0,16
139797167774592,16,0,64
139797167774656,64,0,923242072816
139797167774654,923242072816,2,80
139797167774691,80,2,-923242072704
139797167774848,-923242072704,0,49424
139797167824272,49424,0,-49360
139797167774912,-49360,0,923242074056
139797167774445,923242074056,1,-923242073992
139797167774976,-923242073992,0,64
139797167775040,64,0,64
139797167775104,64,0,923242072312
139797167865684,923242072312,2,-923242072248
139797167775168,-923242072248,0,400
139797167775568,400,0,90320
139797167865888,90320,0,-90272
139797167775616,-90272,0,-384
139797167775232,-384,0,64
139797167775296,64,0,72
139797167775368,72,0,56
139797167775424,56,0,101312
139797167876736,101312,0,-16671264
139797167876767,-16671264,2,1936
139797167876775,1936,2,16669392
139797167876800,16669392,0,-16671232
139797167876826,-16671232,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,128
139797167876826,128,2,16568256
139797167775488,16568256,0,352
139797167775840,352,0,32
139797167775872,32,0,-16577792
139797167775879,-16577792,1,16577856
139797167775936,16577856,0,-16551952
139797167775953,-16551952,2,88
139797167775953,88,2,16551928
139797167776000,16551928,0,956
139797167776956,956,0,4
139797167776960,4,0,-16578752
139797167775961,-16578752,1,128
139797167775961,128,1,25928
139797167775953,25928,2,-25800
139797167775961,-25800,1,25728
139797167775953,25728,2,16552032
139797167776224,16552032,0,32
139797167776256,32,0,64
139797167776320,64,0,64
139797167776384,64,0,64
139797167776448,64,0,1264
139797167777712,1264,0,-1194
139797167776518,-1194,0,58
139797167776576,58,0,64
139797167776640,64,0,-20685000
139797167796144,-20685000,1,20685064
139797167776704,20685064,0,64
139797167776768,64,0,84160
139797167860928,84160,0,-54848
139797167806080,-54848,0,128
139797167806208,128,0,312
139797167806520,312,0,111
139797167806631,111,0,1477
139797167808108,1477,0,1231
139797167809339,1231,0,5
139797167809344,5,0,-2688
139797167806656,-2688,0,1344
139797167808000,1344,0,-20620966
139797167874339,-20620966,1,20687398
139797167874432,20687398,0,224
139797167874656,224,0,923241974496
139797167866069,923241974496,2,-923241977920
139797167871232,-923241977920,0,-2240
139797167868992,-2240,0,-62464
139797167806528,-62464,0,1216
139797167807744,1216,0,2203344
139797167807744,2203344,1,-2202960
139797167808128,-2202960,0,-1408
139797167806720,-1408,0,1088
139797167807808,1088,0,-1015
139797167806793,-1015,0,55
139797167806848,55,0,-16581744
139797167806887,-16581744,2,16581808
139797167806912,16581808,0,332
139797167807244,332,0,37316
139797167844560,37316,0,48
139797167844608,48,0,64
139797167844672,64,0,32192
139797167876864,32192,0,-32128
139797167844736,-32128,0,64
139797167844800,64,0,256
139797167845056,256,0,-40
139797167845016,-40,0,273
139797167845289,273,0,-37993
139797167807296,-37993,0,75
139797167807371,75,0,53
139797167807424,53,0,-44224
139797167763200,-44224,0,64
139797167763264,64,0,2957
139797167766221,2957,0,51
139797167766272,51,0,64
139797167766336,64,0,832
139797167767168,832,0,-3770
139797167763398,-3770,0,58
139797167763456,58,0,97600
139797167861056,97600,0,-106208
139797167754848,-106208,0,66240
139797167821088,66240,0,32
139797167821120,32,0,-1952
139797167819168,-1952,0,32
139797167819200,32,0,64
139797167819264,64,0,-67132136
139797167819283,-67132136,1,67132200
139797167819328,67132200,0,64
139797167819392,64,0,64
139797167819456,64,0,64
139797167819520,64,0,-20627472
139797167819576,-20627472,1,20627536
139797167819584,20627536,0,-20627444
139797167819621,-20627444,1,20627684
139797167819824,20627684,0,16
139797167819840,16,0,-67133226
139797167866790,-67133226,1,46505642
139797167819596,46505642,1,136
139797167819621,136,1,124
139797167819606,124,1,-5310
139797167866794,-5310,1,20682106
139797167869312,20682106,0,64
139797167869376,64,0,-20682240
139797167869423,-20682240,1,20682304
139797167869440,20682304,0,-20676796
139797167819621,-20676796,1,20674300
139797167866944,20674300,0,64
139797167867008,64,0,13488
139797167866897,13488,1,-12784
139797167867712,-12784,0,64
139797167867776,64,0,64
139797167867840,64,0,-67180608
139797167819444,-67180608,1,67183680
139797167870912,67183680,0,64
139797167870976,64,0,64
139797167871040,64,0,-50734
139797167820306,-50734,0,89
139797167820395,89,0,91
139797167820486,91,0,58
139797167820544,58,0,64
139797167820608,64,0,-16595292
139797167820625,-16595292,2,-48
139797167820625,-48,2,16595404
139797167820672,16595404,0,-256
139797167820416,-256,0,768
139797167821184,768,0,-410
139797167820774,-410,0,26
139797167820800,26,0,-20627720
139797167819283,-20627720,1,20556384
139797167819576,20556384,1,122088
139797167871552,122088,0,-121980
139797167819606,-121980,1,-20562212
139797167866790,-20562212,1,5408
139797167820385,5408,1,132
139797167820371,132,1,4033264
139797167820625,4033264,2,-700
139797167820728,-700,2,72
139797167820728,72,2,128
139797167820734,128,2,136
139797167820728,136,2,120
139797167820728,120,2,128
139797167820734,128,2,192
139797167820734,192,2,16524688
139797167750928,16524688,0,48
139797167750976,48,0,2257328
139797167750975,2257328,1,-2257262
139797167751042,-2257262,0,80
139797167751122,80,0,73518
139797167824640,73518,0,64
139797167824704,64,0,102
139797167824806,102,0,26
139797167824832,26,0,80
139797167824912,80,0,48
139797167824960,48,0,160
139797167825120,160,0,32
139797167825152,32,0,-16595904
139797167825196,-16595904,2,2296
139797167825203,2296,2,16593672
139797167825216,16593672,0,-16595840
139797167825230,-16595840,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,128
139797167825230,128,2,16593856
139797167825280,16593856,0,-74106
139797167751174,-74106,0,75
139797167751249,75,0,12271
139797167763520,12271,0,2249640
139797167763568,2249640,1,-2248152
139797167765008,-2248152,0,48
139797167765056,48,0,-928
139797167764128,-928,0,32
139797167764160,32,0,208
139797167764368,208,0,-144
139797167764224,-144,0,33952
139797167798176,33952,0,32
139797167798208,32,0,64
139797167798272,64,0,64
139797167798336,64,0,3312
139797167801648,3312,0,-16602408
139797167801656,-16602408,1,16602424
139797167801664,16602424,0,64
139797167801728,64,0,-2256
139797167799472,-2256,0,-1072
139797167798400,-1072,0,64
139797167798464,64,0,64
139797167798528,64,0,64
139797167798592,64,0,64
139797167798656,64,0,2472
139797167801128,2472,0,39
139797167801167,39,0,-16616751
139797167801158,-16616751,2,-3991256
139797167801167,-3991256,1,120
139797167801167,120,1,128
139797167801144,128,1,3991104
139797167801158,3991104,2,-3990968
139797167801167,-3990968,1,120
139797167801167,120,1,128
139797167801144,128,1,3990848
139797167801158,3990848,2,-3990712
139797167801167,-3990712,1,120
139797167801167,120,1,3990720
139797167801158,3990720,2,-3990592
139797167801144,-3990592,1,136
139797167801167,136,1,120
139797167801167,120,1,3990512
139797167801158,3990512,2,-3990384
139797167801144,-3990384,1,136
139797167801167,136,1,3990328
139797167801158,3990328,2,-3990208
139797167801167,-3990208,1,128
139797167801144,128,1,3990208
139797167801158,3990208,2,-3990072
139797167801167,-3990072,1,120
139797167801167,120,1,128
139797167801144,128,1,3989952
139797167801158,3989952,2,-3989816
139797167801167,-3989816,1,120
139797167801167,120,1,3989824
139797167801158,3989824,2,-3989696
139797167801144,-3989696,1,136
139797167801167,136,1,3989688
139797167801158,3989688,2,-3989568
139797167801167,-3989568,1,128
139797167801144,128,1,136
139797167801167,136,1,3989432
139797167801158,3989432,2,-3989312
139797167801167,-3989312,1,128
139797167801144,128,1,3989312
139797167801158,3989312,2,-3989176
139797167801167,-3989176,1,120
139797167801167,120,1,3989184
139797167801158,3989184,2,-3989056
139797167801144,-3989056,1,136
139797167801167,136,1,120
139797167801167,120,1,3988928
139797167801158,3988928,2,-3988800
139797167801144,-3988800,1,136
139797167801167,136,1,3988792
139797167801158,3988792,2,-3988672
139797167801167,-3988672,1,128
139797167801144,128,1,3988672
139797167801158,3988672,2,-3988536
139797167801167,-3988536,1,120
139797167801167,120,1,128
139797167801144,128,1,3988416
139797167801158,3988416,2,-3988280
139797167801167,-3988280,1,120
139797167801167,120,1,3988288
139797167801158,3988288,2,-3988160
139797167801144,-3988160,1,136
139797167801167,136,1,3988152
139797167801158,3988152,2,-3988032
139797167801167,-3988032,1,128
139797167801144,128,1,136
139797167801167,136,1,3987896
139797167801158,3987896,2,-3987776
139797167801167,-3987776,1,128
139797167801144,128,1,3987776
139797167801158,3987776,2,-3987640
139797167801167,-3987640,1,120
139797167801167,120,1,3987672
139797167801158,3987672,2,152
139797167801158,152,2,-3987696
139797167801144,-3987696,1,136
139797167801167,136,1,3987640
139797167801158,3987640,2,-3987520
139797167801167,-3987520,1,128
139797167801144,128,1,3987520
139797167801158,3987520,2,-3987384
139797167801167,-3987384,1,120
139797167801167,120,1,128
139797167801144,128,1,3987264
139797167801158,3987264,2,-3987128
139797167801167,-3987128,1,120
139797167801167,120,1,3987136
139797167801158,3987136,2,-3987008
139797167801144,-3987008,1,136
139797167801167,136,1,3987000
139797167801158,3987000,2,-3986880
139797167801167,-3986880,1,128
139797167801144,128,1,136
139797167801167,136,1,3986744
139797167801158,3986744,2,-3986624
139797167801167,-3986624,1,128
139797167801144,128,1,3986624
139797167801158,3986624,2,-3986488
139797167801167,-3986488,1,120
139797167801167,120,1,3986496
139797167801158,3986496,2,-3986368
139797167801144,-3986368,1,136
139797167801167,136,1,3986360
139797167801158,3986360,2,-3986240
139797167801167,-3986240,1,3986384
139797167801158,3986384,2,-3986256
139797167801144,-3986256,1,136
139797167801167,136,1,3986232
139797167801158,3986232,2,-3986112
139797167801167,-3986112,1,128
139797167801144,128,1,136
139797167801167,136,1,3985976
139797167801158,3985976,2,-3985856
139797167801167,-3985856,1,128
139797167801144,128,1,3985904
139797167801158,3985904,2,-3985768
139797167801167,-3985768,1,3985848
139797167801158,3985848,2,-3985728
139797167801167,-3985728,1,128
139797167801144,128,1,136
139797167801167,136,1,3985592
139797167801158,3985592,2,-3985472
139797167801167,-3985472,1,3985600
139797167801158,3985600,2,-3985472
139797167801144,-3985472,1,3985600
139797167801158,3985600,2,-3985464
139797167801167,-3985464,1,120
139797167801167,120,1,128
139797167801144,128,1,3985344
139797167801158,3985344,2,-3985208
139797167801167,-3985208,1,120
139797167801167,120,1,128
139797167801144,128,1,3985104
139797167801158,3985104,2,-3984968
139797167801167,-3984968,1,3985080
139797167801158,3985080,2,-3984960
139797167801167,-3984960,1,3985088
139797167801158,3985088,2,-3984960
139797167801144,-3984960,1,136
139797167801167,136,1,120
139797167801167,120,1,3984832
139797167801158,3984832,2,-3984704
139797167801144,-3984704,1,136
139797167801167,136,1,120
139797167801167,120,1,3984576
139797167801158,3984576,2,-3984448
139797167801144,-3984448,1,136
139797167801167,136,1,120
139797167801167,120,1,3984320
139797167801158,3984320,2,-3984192
139797167801144,-3984192,1,136
139797167801167,136,1,3984184
139797167801158,3984184,2,-3984064
139797167801167,-3984064,1,128
139797167801144,128,1,136
139797167801167,136,1,3983928
139797167801158,3983928,2,-3983808
139797167801167,-3983808,1,128
139797167801144,128,1,136
139797167801167,136,1,3983672
139797167801158,3983672,2,-3983552
139797167801167,-3983552,1,128
139797167801144,128,1,136
139797167801167,136,1,3983416
139797167801158,3983416,2,-3983296
139797167801167,-3983296,1,128
139797167801144,128,1,136
139797167801167,136,1,3983160
139797167801158,3983160,2,-3983040
139797167801167,-3983040,1,128
139797167801144,128,1,136
139797167801167,136,1,3982904
139797167801158,3982904,2,-3982784
139797167801167,-3982784,1,128
139797167801144,128,1,136
139797167801167,136,1,3982648
139797167801158,3982648,2,-3982528
139797167801167,-3982528,1,3982688
139797167801158,3982688,2,-3982560
139797167801144,-3982560,1,3982688
139797167801158,3982688,2,-3982552
139797167801167,-3982552,1,120
139797167801167,120,1,3982528
139797167801158,3982528,2,-3982400
139797167801144,-3982400,1,3982528
139797167801158,3982528,2,-3982392
139797167801167,-3982392,1,3982520
139797167801158,3982520,2,-3982400
139797167801167,-3982400,1,128
139797167801144,128,1,3982400
139797167801158,3982400,2,-3982264
139797167801167,-3982264,1,3982520
139797167801158,3982520,2,-3982400
139797167801167,-3982400,1,128
139797167801144,128,1,3982408
139797167801158,3982408,2,-3982272
139797167801167,-3982272,1,120
139797167801167,120,1,3982272
139797167801158,3982272,2,-3982144
139797167801144,-3982144,1,136
139797167801167,136,1,120
139797167801167,120,1,3982016
139797167801158,3982016,2,-3981888
139797167801144,-3981888,1,136
139797167801167,136,1,120
139797167801167,120,1,3981760
139797167801158,3981760,2,-3981632
139797167801144,-3981632,1,136
139797167801167,136,1,120
139797167801167,120,1,3981504
139797167801158,3981504,2,-3981376
139797167801144,-3981376,1,136
139797167801167,136,1,3981368
139797167801158,3981368,2,-3981248
139797167801167,-3981248,1,128
139797167801144,128,1,136
139797167801167,136,1,3981112
139797167801158,3981112,2,-3980992
139797167801167,-3980992,1,128
139797167801144,128,1,136
139797167801167,136,1,3980856
139797167801158,3980856,2,-3980736
139797167801167,-3980736,1,128
139797167801144,128,1,136
139797167801167,136,1,3980600
139797167801158,3980600,2,-3980480
139797167801167,-3980480,1,128
139797167801144,128,1,136
139797167801167,136,1,3980344
139797167801158,3980344,2,-3980224
139797167801167,-3980224,1,128
139797167801144,128,1,136
139797167801167,136,1,3980088
139797167801158,3980088,2,-3979968
139797167801167,-3979968,1,128
139797167801144,128,1,136
139797167801167,136,1,3979832
139797167801158,3979832,2,-3979712
139797167801167,-3979712,1,3980040
139797167801158,3980040,2,-3979912
139797167801144,-3979912,1,136
139797167801167,136,1,3979896
139797167801158,3979896,2,-3979776
139797167801167,-3979776,1,128
139797167801144,128,1,136
139797167801167,136,1,3979936
139797167801158,3979936,2,-3979816
139797167801167,-3979816,1,128
139797167801144,128,1,3979872
139797167801158,3979872,2,-3979736
139797167801167,-3979736,1,3979832
139797167801158,3979832,2,144
139797167801158,144,2,-3979856
139797167801167,-3979856,1,3979968
139797167801158,3979968,2,-3979840
139797167801144,-3979840,1,3980000
139797167801158,3980000,2,-3979864
139797167801167,-3979864,1,120
139797167801167,120,1,3979848
139797167801158,3979848,2,-3979720
139797167801144,-3979720,1,3979840
139797167801158,3979840,2,-3979704
139797167801167,-3979704,1,3979848
139797167801158,3979848,2,-3979728
139797167801167,-3979728,1,3979840
139797167801158,3979840,2,-3979712
139797167801144,-3979712,1,3979840
139797167801158,3979840,2,-3979704
139797167801167,-3979704,1,120
139797167801167,120,1,128
139797167801144,128,1,3979584
139797167801158,3979584,2,-3979448
139797167801167,-3979448,1,120
139797167801167,120,1,3979456
139797167801158,3979456,2,-3979328
139797167801144,-3979328,1,136
139797167801167,136,1,120
139797167801167,120,1,3979200
139797167801158,3979200,2,-3979072
139797167801144,-3979072,1,3979200
139797167801158,3979200,2,-3979064
139797167801167,-3979064,1,120
139797167801167,120,1,128
139797167801144,128,1,3978944
139797167801158,3978944,2,-3978808
139797167801167,-3978808,1,120
139797167801167,120,1,3978816
139797167801158,3978816,2,-3978688
139797167801144,-3978688,1,136
139797167801167,136,1,3978680
139797167801158,3978680,2,-3978560
139797167801167,-3978560,1,128
139797167801144,128,1,136
139797167801167,136,1,3978424
139797167801158,3978424,2,-3978304
139797167801167,-3978304,1,128
139797167801144,128,1,3978304
139797167801158,3978304,2,-3978168
139797167801167,-3978168,1,3978296
139797167801158,3978296,2,-3978176
139797167801167,-3978176,1,128
139797167801144,128,1,3978176
139797167801158,3978176,2,-3978040
139797167801167,-3978040,1,120
139797167801167,120,1,3978144
139797167801158,3978144,2,-3978016
139797167801144,-3978016,1,136
139797167801167,136,1,3977976
139797167801158,3977976,2,-3977856
139797167801167,-3977856,1,128
139797167801144,128,1,136
139797167801167,136,1,3977720
139797167801158,3977720,2,184
139797167801158,184,2,-3977784
139797167801167,-3977784,1,3977888
139797167801158,3977888,2,-3977760
139797167801144,-3977760,1,3980032
139797167801158,3980032,2,-3979896
139797167801167,-3979896,1,3980032
139797167801158,3980032,2,-3979912
139797167801167,-3979912,1,128
139797167801144,128,1,3979928
139797167801158,3979928,2,-3979792
139797167801167,-3979792,1,3979904
139797167801158,3979904,2,-3979784
139797167801167,-3979784,1,3979904
139797167801158,3979904,2,-3979776
139797167801144,-3979776,1,3979904
139797167801158,3979904,2,-3979768
139797167801167,-3979768,1,120
139797167801167,120,1,3979776
139797167801158,3979776,2,-3979648
139797167801144,-3979648,1,3980016
139797167801158,3980016,2,320
139797167801158,320,2,-3980200
139797167801167,-3980200,1,3980352
139797167801158,3980352,2,392
139797167801158,392,2,-3980624
139797167801167,-3980624,1,3982832
139797167801158,3982832,2,-3982704
139797167801144,-3982704,1,3982784
139797167801158,3982784,2,-3982648
139797167801167,-3982648,1,120
139797167801167,120,1,3982656
139797167801158,3982656,2,-3982528
139797167801144,-3982528,1,136
139797167801167,136,1,3982520
139797167801158,3982520,2,-3982400
139797167801167,-3982400,1,128
139797167801144,128,1,3982536
139797167801158,3982536,2,-3982400
139797167801167,-3982400,1,3982624
139797167801158,3982624,2,16593368
139797167798720,16593368,0,64
139797167798784,64,0,64
139797167798848,64,0,-20610648
139797167798859,-20610648,1,-71236
139797167798907,-71236,1,20681948
139797167798912,20681948,0,64
139797167798976,64,0,64
139797167799040,64,0,64
139797167799104,64,0,-6720
139797167792384,-6720,0,-20618475
139797167792410,-20618475,1,20618539
139797167792448,20618539,0,64
139797167792512,64,0,64
139797167792576,64,0,84
139797167792660,84,0,-3972
139797167788688,-3972,0,48
139797167788736,48,0,253
139797167788989,253,0,3
139797167788992,3,0,-192
139797167788800,-192,0,64
139797167788864,64,0,-20696384
139797167788871,-20696384,1,20697320
139797167789800,20697320,0,-20695340
139797167789815,-20695340,1,20695364
139797167789824,20695364,0,64
139797167789888,64,0,-20690532
139797167789910,-20690532,1,20690596
139797167789952,20690596,0,64
139797167790016,64,0,64
139797167790080,64,0,1944
139797167792024,1944,0,40
139797167792064,40,0,-1907
139797167790157,-1907,0,51
139797167790208,51,0,-711
139797167789497,-711,0,7
139797167789504,7,0,206
139797167789710,206,0,2994
139797167792704,2994,0,64
139797167792768,64,0,64
139797167792832,64,0,7782
139797167800614,7782,0,-1446
139797167799168,-1446,0,79236
139797167799165,79236,1,-78876
139797167799528,-78876,0,24
139797167799552,24,0,-20576704
139797167798800,-20576704,1,-115796
139797167798907,-115796,1,20693092
139797167800144,20693092,0,48
139797167800192,48,0,-16601600
139797167800196,-16601600,2,-3975616
139797167800192,-3975616,1,136
139797167798800,136,1,3975608
139797167800196,3975608,2,216
139797167800196,216,2,-3975704
139797167798800,-3975704,1,3975976
139797167800196,3975976,2,-4009054
139797167798859,-4009054,1,-49742
139797167798907,-49742,1,23002
139797167792410,23002,1,-70158
139797167788871,-70158,1,2924
139797167789815,2924,1,7088
139797167789910,7088,1,87374
139797167798859,87374,1,-44374
139797167798907,-44374,1,17418
139797167792410,17418,1,-70310
139797167788871,-70310,1,3240
139797167789815,3240,1,7628
139797167789910,7628,1,87400
139797167798859,87400,1,-33352
139797167798907,-33352,1,6607
139797167792410,6607,1,-72459
139797167788871,-72459,1,4956
139797167789815,4956,1,8848
139797167789910,8848,1,82552
139797167798859,82552,1,-64680
139797167798907,-64680,1,41291
139797167792410,41291,1,-73311
139797167788871,-73311,1,2900
139797167789815,2900,1,5556
139797167789910,5556,1,45620
139797167798907,45620,1,19582
139797167792410,19582,1,-72666
139797167788871,-72666,1,130272
139797167799528,130272,1,-33514
139797167798859,-33514,1,-53130
139797167798907,-53130,1,27548
139797167792410,27548,1,-72008
139797167788871,-72008,1,3656
139797167789815,3656,1,6740
139797167789910,6740,1,63366
139797167792410,63366,1,-68398
139797167789815,-68398,1,9156
139797167789910,9156,1,20685025
139797167791801,20685025,0,7
139797167791808,7,0,-2147
139797167789661,-2147,0,-41665
139797167789910,-41665,1,852
139797167871556,852,1,44842
139797167793690,44842,0,-20605748
139797167798859,-20605748,1,-74074
139797167798907,-74074,1,52746
139797167792410,52746,1,-46486374
139797167789910,-46486374,1,46414008
139797167789815,46414008,1,4596
139797167789910,4596,1,91218
139797167798859,91218,1,-50754
139797167798907,-50754,1,27416
139797167792410,27416,1,-74868
139797167788871,-74868,1,4236
139797167789815,4236,1,6988
139797167789910,6988,1,86880
139797167798859,86880,1,-51876
139797167798907,-51876,1,28897
139797167792410,28897,1,-74109
139797167788871,-74109,1,10008
139797167789910,10008,1,120616
139797167798800,120616,1,-35730
139797167798859,-35730,1,-76010
139797167798907,-76010,1,55751
139797167792410,55751,1,-75107
139797167788871,-75107,1,1660
139797167789815,1660,1,4428
139797167789910,4428,1,38084
139797167798907,38084,1,31214
139797167792410,31214,1,-75786
139797167788871,-75786,1,89210
139797167792410,89210,1,20689382
139797167870592,20689382,0,-121552
139797167870600,-121552,1,121616
139797167870656,121616,0,64
139797167870720,64,0,64
139797167870784,64,0,-20680282
139797167798859,-20680282,1,-45914
139797167798907,-45914,1,23318
139797167792410,23318,1,-71418
139797167789815,-71418,1,7472
139797167789910,7472,1,77851
139797167792410,77851,1,41805
139797167798800,41805,1,-36082
139797167798859,-36082,1,-78562
139797167798907,-78562,1,59596
139797167792410,59596,1,-46488512
139797167789815,-46488512,1,328
139797167789910,328,1,46413464
139797167789815,46413464,1,4180
139797167789910,4180,1,15720
139797167798907,15720,1,55181
139797167792410,55181,1,22063
139797167798859,22063,1,-40524
139797167798907,-40524,1,18690
139797167792410,18690,1,-46488794
139797167789910,-46488794,1,46416508
139797167789815,46416508,1,8072
139797167789910,8072,1,2228
139797167798907,2228,1,76210
139797167792410,76210,1,20565805
139797167866790,20565805,1,-20597567
139797167798907,-20597567,1,12264
139797167792410,12264,1,-58748
139797167789910,-58748,1,35156
139797167798907,35156,1,31188
139797167792410,31188,1,-78720
139797167788871,-78720,1,130984
139797167799528,130984,1,-99436
139797167798907,-99436,1,65266
139797167798859,65266,1,-56122
139797167798907,-56122,1,-37772
139797167789815,-37772,1,6424
139797167789910,6424,1,89440
139797167798859,89440,1,-34452
139797167798907,-34452,1,18174
139797167792410,18174,1,-77942
139797167789815,-77942,1,8724
139797167789910,8724,1,82962
139797167798859,82962,1,-62326
139797167798907,-62326,1,45431
139797167792410,45431,1,-76915
139797167789815,-76915,1,5772
139797167789910,5772,1,87418
139797167798859,87418,1,-69146
139797167798907,-69146,1,53036
139797167792410,53036,1,-78712
139797167788871,-78712,1,1064
139797167789815,1064,1,5108
139797167789910,5108,1,124140
139797167798800,124140,1,-32714
139797167798859,-32714,1,-38610
139797167798907,-38610,1,20698
139797167792410,20698,1,-76234
139797167789815,-76234,1,8264
139797167789910,8264,1,34144
139797167798907,34144,1,34026
139797167792410,34026,1,-46489650
139797167789951,-46489650,1,1962
139797167866790,1962,1,1254
139797167790084,1254,1,46504464
139797167798859,46504464,1,-35112
139797167798907,-35112,1,17489
139797167792410,17489,1,-76589
139797167789815,-76589,1,8656
139797167789910,8656,1,83630
139797167798859,83630,1,-56298
139797167798907,-56298,1,-40020
139797167788871,-40020,1,2428
139797167789815,2428,1,6404
139797167789910,6404,1,10020
139797167798907,10020,1,62079
139797167792410,62079,1,-11319
139797167798907,-11319,1,11654
139797167792410,11654,1,-76774
139797167789815,-76774,1,9264
139797167789910,9264,1,85000
139797167798859,85000,1,-29480
139797167798907,-29480,1,12665
139797167792410,12665,1,-40961
139797167798907,-40961,1,-31988
139797167789910,-31988,1,121840
139797167798800,121840,1,-111716
