pc,delta_in,type,delta_out
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,-64
13589126,-64,2,-64
13589126,-64,2,-4147888
13589091,-4147888,2,4147824
13589126,4147824,2,38152
13352550,38152,2,-1016
13591873,-1016,2,952
13591889,952,2,-888
13591907,-888,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,64
13591907,64,2,-12070608
6160688,-12070608,0,16
6160704,16,0,7880472
13561046,7880472,1,-7880408
6160768,-7880408,0,-1243056
4917712,-1243056,0,13111344
4917712,13111344,1,-13111296
4917760,-13111296,0,64
4917824,64,0,1243752
6161576,1243752,0,-398
6161178,-398,0,12070382
13352550,12070382,2,-12070344
6161216,-12070344,0,12070304
6161215,12070304,2,-6546352
11685168,-6546352,0,16
11685184,16,0,480
11685664,480,0,80
11685744,80,0,16
11685760,16,0,-960
11684800,-960,0,272
11685072,272,0,-5523791
6161281,-5523791,0,66
6161347,66,0,-1955651
4205696,-1955651,0,1955168
6160864,1955168,0,46
6160910,46,0,84
6160994,84,0,30
6161024,30,0,75
6161099,75,0,12070541
13352550,12070541,2,-12070152
6161488,-12070152,0,12070232
13352550,12070232,2,-6546472
11685248,-6546472,0,80
11685328,80,0,48
11685376,48,0,64
11685440,64,0,-7479680
4205760,-7479680,0,9835385
13561046,9835385,1,4190655
13352550,4190655,2,80
13352550,80,2,-40
6161215,-40,2,-14026016
4205824,-14026016,0,13771384
4205838,13771384,2,254752
13352550,254752,2,-14026072
4205888,-14026072,0,14026152
13352550,14026152,2,80
13352550,80,2,32
13352550,32,2,-14026200
4205952,-14026200,0,14026280
13352550,14026280,2,-4671080
13561152,-4671080,0,479872
13561156,479872,1,4191288
13352550,4191288,2,-14026296
4206016,-14026296,0,14026376
13352550,14026376,2,-40
6161215,-40,2,120
13352550,120,2,-14026392
4206080,-14026392,0,14026472
13352550,14026472,2,-255408
4206102,-255408,2,255488
13352550,255488,2,-14026488
4206144,-14026488,0,14026568
13352550,14026568,2,-40
6161215,-40,2,120
13352550,120,2,-4191784
13561046,-4191784,1,4191864
13352550,4191864,2,-4790888
13441984,-4790888,0,4790968
13352550,4790968,2,80
13352550,80,2,-40
6161215,-40,2,120
13352550,120,2,80
13352550,80,2,-256112
4206366,-256112,2,256192
13352550,256192,2,-4192320
13561046,-4192320,1,4192400
13352550,4192400,2,-40
6161215,-40,2,120
13352550,120,2,112
13352550,112,2,-40
6161215,-40,2,-4192624
13561046,-4192624,1,4192744
13352550,4192744,2,112
13352550,112,2,-40
6161215,-40,2,120
13352550,120,2,-4193016
13561046,-4193016,1,-595695
13445105,-595695,0,4788823
13352550,4788823,2,-40
6161215,-40,2,-256872
4206630,-256872,2,257024
13352550,257024,2,32
13352550,32,2,-4193320
13561046,-4193320,1,4193400
13352550,4193400,2,80
13352550,80,2,48
13352550,48,2,-4193592
13561046,-4193592,1,4193672
13352550,4193672,2,48
13352550,48,2,80
13352550,80,2,48
13352550,48,2,-4193912
13561046,-4193912,1,4193992
13352550,4193992,2,48
13352550,48,2,-205640
4206843,-205640,2,-3755328
4206851,-3755328,1,-233136
13561046,-233136,1,4194184
13352550,4194184,2,32
13352550,32,2,-257848
4258835,-257848,2,-3783585
13561046,-3783585,1,1
13561046,1,1,70950
4206972,70950,1,3712410
4206987,3712410,2,-6327632
11649072,-6327632,0,16
11649088,16,0,112
11649200,112,0,16
11649216,16,0,-7394048
4255168,-7394048,0,13721504
4258835,13721504,2,-3759901
13561046,-3759901,1,-8036067
6180704,-8036067,0,32
6180736,32,0,11795848
6180736,11795848,2,-11795784
6180800,-11795784,0,7216
6188016,7216,0,-6977
6181039,-6977,0,12053817
13352550,12053817,2,-12053800
6181056,-12053800,0,4936
6185992,4936,0,-4872
6181120,-4872,0,5506464
11687584,5506464,0,32
11687616,32,0,464
11688080,464,0,80
11688160,80,0,-944
11687216,-944,0,16
11687232,16,0,256
11687488,256,0,-5506304
6181184,-5506304,0,64
6181248,64,0,74
6181322,74,0,73
6181395,73,0,45
6181440,45,0,64
6181504,64,0,12053432
13352550,12053432,2,-12048968
6185968,-12048968,0,-4400
6181568,-4400,0,5506112
11687680,5506112,0,512
11688192,512,0,-131
11688061,-131,0,-5506426
6181635,-5506426,0,67
6181702,67,0,58
6181760,58,0,64
6181824,64,0,131
6181955,131,0,12053061
13352550,12053061,2,-40
6181975,-40,2,-12052960
6182016,-12052960,0,64
6182080,64,0,4104
6186184,4104,0,85
6186269,85,0,-4125
6182144,-4125,0,64
6182208,64,0,64
6182272,64,0,139
6182411,139,0,12052685
13352550,12052685,2,-12052630
6182466,-12052630,0,62
6182528,62,0,3968
6186496,3968,0,85
6186581,85,0,-3989
6182592,-3989,0,8025208
13588540,8025208,1,-8025144
6182656,-8025144,0,64
6182720,64,0,64
6182784,64,0,85
6182869,85,0,12052307
13352550,12052307,2,-12052264
6182912,-12052264,0,3224
6186136,3224,0,-3160
6182976,-3160,0,5504768
11687744,5504768,0,81
11687825,81,0,-5504785
6183040,-5504785,0,64
6183104,64,0,64
6183168,64,0,76
6183244,76,0,105
6183349,105,0,11
6183360,11,0,12051896
13352550,12051896,2,-12051832
6183424,-12051832,0,64
6183488,64,0,3536
6187024,3536,0,48
6187072,48,0,-3517
6183555,-3517,0,71
6183626,71,0,54
6183680,54,0,133
6183813,133,0,12051523
13352550,12051523,2,-40
6183833,-40,2,-12049248
6186048,-12049248,0,-2176
6183872,-2176,0,64
6183936,64,0,3312
6187248,3312,0,16
6187264,16,0,77
6187341,77,0,-3341
6184000,-3341,0,64
6184064,64,0,64
6184128,64,0,64
6184192,64,0,85
6184277,85,0,12051139
13352550,12051139,2,-12051084
6184332,-12051084,0,52
6184384,52,0,2416
6186800,2416,0,16
6186816,16,0,77
6186893,77,0,-2445
6184448,-2445,0,64
6184512,64,0,64
6184576,64,0,64
6184640,64,0,64
6184704,64,0,12050792
13352550,12050792,2,-12050728
6184768,-12050728,0,64
6184832,64,0,64
6184896,64,0,64
6184960,64,0,64
6185024,64,0,76
6185100,76,0,105
6185205,105,0,11
6185216,11,0,12050360
13352550,12050360,2,-12050296
6185280,-12050296,0,64
6185344,64,0,1792
6187136,1792,0,-1725
6185411,-1725,0,71
6185482,71,0,54
6185536,54,0,64
6185600,64,0,64
6185664,64,0,12049992
13352550,12049992,2,-40
6185689,-40,2,-12049888
6185728,-12049888,0,64
6185792,64,0,1152
6186944,1152,0,-1088
6185856,-1088,0,-1978624
4207232,-1978624,0,64
4207296,64,0,64
4207360,64,0,14028472
13352550,14028472,2,-120
4207472,-120,2,-259152
4207498,-259152,2,-7438560
10538000,-7438560,0,7438496
10538032,7438496,2,-7438448
10538048,-7438448,0,7698056
13352550,7698056,2,-381480
13588836,-381480,1,32
13588843,32,1,208
13588851,208,1,-128
13589087,-128,2,96
13589105,96,1,381248
13589121,381248,2,-64
13589121,-64,2,-381472
13589091,-381472,2,381408
13589121,381408,2,-112
13589157,-112,2,-7697728
10538112,-7697728,0,7698296
13352550,7698296,2,-382072
13588836,-382072,1,144
13589087,144,2,-64
13589091,-64,2,381920
13589138,381920,2,-64
13589138,-64,2,-381984
13589091,-381984,2,381920
13589138,381920,2,-381984
13589091,-381984,2,-11665632
6188592,-11665632,0,16
6188608,16,0,11787816
6188616,11787816,2,-11787752
6188672,-11787752,0,64
6188736,64,0,8028411
13561046,8028411,1,5
13561046,5,1,-8028352
6188800,-8028352,0,720
6189520,720,0,-517
6189003,-517,0,-779
6188224,-779,0,12048264
13352550,12048264,2,-40
6188266,-40,2,-12047920
6188528,-12047920,0,-230
6188298,-230,0,5501862
11690160,5501862,0,16
11690176,16,0,480
11690656,480,0,80
11690736,80,0,16
11690752,16,0,-960
11689792,-960,0,272
11690064,272,0,-5501712
6188352,-5501712,0,706
6189058,706,0,-194
6188864,-194,0,12047704
13352550,12047704,2,-12048152
6188416,-12048152,0,512
6188928,512,0,12047720
13352550,12047720,2,-6546408
11690240,-6546408,0,6546488
13352550,6546488,2,-6546408
11690320,-6546408,0,48
11690368,48,0,64
11690432,64,0,6546376
13352550,6546376,2,-40
6188266,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6188266,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6188266,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,-12048568
6189120,-12048568,0,64
6189184,64,0,64
6189248,64,0,64
6189312,64,0,83
6189395,83,0,12048373
13352550,12048373,2,-40
6188266,-40,2,-12048288
6189440,-12048288,0,12048408
13352550,12048408,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6188266,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6188266,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6188266,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6188266,-40,2,120
13352550,120,2,-12049144
6189984,-12049144,0,32
6190016,32,0,11786344
6190019,11786344,2,-11786280
6190080,-11786280,0,2402
6192482,2402,0,-2173
6190309,-2173,0,-693
6189616,-693,0,16
6189632,16,0,12049576
13352550,12049576,2,-12049288
6189920,-12049288,0,-224
6189696,-224,0,5501552
11691248,5501552,0,16
11691264,16,0,480
11691744,480,0,80
11691824,80,0,16
11691840,16,0,-960
11690880,-960,0,272
11691152,272,0,-5501392
6189760,-5501392,0,576
6190336,576,0,64
6190400,64,0,64
6190464,64,0,69
6190533,69,0,76
6190609,76,0,12048679
13352550,12048679,2,-6547384
11691904,-6547384,0,-5502080
6189824,-5502080,0,832
6190656,832,0,64
6190720,64,0,64
6190784,64,0,64
6190848,64,0,64
6190912,64,0,12048456
13352550,12048456,2,-40
6189658,-40,2,-6548000
11691328,-6548000,0,-5500348
6190980,-5500348,0,60
6191040,60,0,85
6191125,85,0,43
6191168,43,0,64
6191232,64,0,12048216
13352550,12048216,2,-12048152
6191296,-12048152,0,8023488
13588540,8023488,1,-8023415
6191369,-8023415,0,60
6191429,60,0,59
6191488,59,0,12048040
13352550,12048040,2,-12047976
6191552,-12047976,0,64
6191616,64,0,64
6191680,64,0,73
6191753,73,0,59
6191812,59,0,106
6191918,106,0,18
6191936,18,0,12047672
13352550,12047672,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,-6548360
11691408,-6548360,0,48
11691456,48,0,64
11691520,64,0,6548328
13352550,6548328,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,-12048808
6192000,-12048808,0,64
6192064,64,0,64
6192128,64,0,84
6192212,84,0,44
6192256,44,0,64
6192320,64,0,12048568
13352550,12048568,2,-12048504
6192384,-12048504,0,12048584
13352550,12048584,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
6189658,-40,2,-14034464
4207744,-14034464,0,64
4207808,64,0,10009069
13561046,10009069,1,-10009005
4207872,-10009005,0,10009024
13561046,10009024,1,-10008960
4207936,-10008960,0,7531872
11739808,7531872,0,32
11739840,32,0,6236456
11739834,6236456,2,-6237208
11739088,-6237208,0,496
11739584,496,0,80
11739664,80,0,-944
11738720,-944,0,32
11738752,32,0,240
11738992,240,0,64
11739056,64,0,848
11739904,848,0,6502424
13352550,6502424,2,-6502360
11739968,-6502360,0,-240
11739728,-240,0,304
11740032,304,0,64
11740096,64,0,6502312
13352550,6502312,2,80
13352550,80,2,80
13352550,80,2,-40
11739960,-40,2,120
13352550,120,2,80
13352550,80,2,-6501432
11741296,-6501432,0,16
11741312,16,0,64
11741376,64,0,-800
11740576,-800,0,32
11740608,32,0,464
11741072,464,0,80
11741152,80,0,-944
11740208,-944,0,16
11740224,16,0,256
11740480,256,0,6502328
13352550,6502328,2,-6501368
11741440,-6501368,0,80
11741520,80,0,48
11741568,48,0,6501320
13352550,6501320,2,-40
11741448,-40,2,120
13352550,120,2,80
13352550,80,2,-6501832
11741216,-6501832,0,6501912
13352550,6501912,2,-6502828
11740300,-6502828,0,52
11740352,52,0,6502856
13352550,6502856,2,-40
11741448,-40,2,-6502740
11740428,-6502740,0,6502860
13352550,6502860,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
11741448,-40,2,120
13352550,120,2,80
13352550,80,2,80
13352550,80,2,80
13352550,80,2,-40
11741448,-40,2,120
13352550,120,2,-14035352
4208576,-14035352,0,13823688
4208607,13823688,2,-13823624
4208640,-13823624,0,64
4208704,64,0,13823616
4208705,13823616,2,-13823552
4208768,-13823552,0,13823304
4208767,13823304,2,-13823240
4208832,-13823240,0,13823296
4208865,13823296,2,-13820736
4211392,-13820736,0,13839584
4211389,13839584,2,-4699760
13351216,-4699760,0,16
13351232,16,0,4965416
13352550,4965416,2,-14105192
4211456,-14105192,0,13641536
13160504,13641536,1,-13641472
4211520,-13641472,0,64
4211584,64,0,64
4211648,64,0,64
4211712,64,0,64
4211776,64,0,64
4211840,64,0,64
4211904,64,0,64
4211968,64,0,64
4212032,64,0,13850360
4212068,13850360,1,-13850296
4212096,-13850296,0,64
4212160,64,0,13850168
4212188,13850168,1,-13850104
4212224,-13850104,0,232
4212456,232,0,9381624
13594080,9381624,0,32
13594112,32,0,64
13594176,64,0,-864
13593312,-864,0,32
13593344,32,0,64
13593408,64,0,64
13593472,64,0,1162544
13593492,1162544,1,-136
13593492,-136,1,-72
13593492,-72,1,-48
13593492,-48,1,392
13593492,392,1,-64
13593492,-64,1,-1162520
13593568,-1162520,0,672
13594240,672,0,-637
13593603,-637,0,349
13593952,349,0,32
13593984,32,0,-256
13593728,-256,0,64
13593792,64,0,576
13594368,576,0,-9381888
4212480,-9381888,0,9381210
13593690,9381210,0,-9381146
4212544,-9381146,0,81
4212625,81,0,351
4212976,351,0,16
4212992,16,0,66
4213058,66,0,62
